index,zh,en,count,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
551,中国科学院自动化研究所,"Institute of Automation, Chinese Academy of Sciences",1/1,[phoenix1917/CASIA-Thesis](https://github.com/phoenix1917/CASIA-Thesis),1,31,12,3,2018-03-06,2018-03-04,2023-04-21, ,自动化所硕博论文模板
552,中国矿业大学,China University of Mining and Technology,1/1,[jiandong4388/CUMTB-Latex](https://github.com/jiandong4388/CUMTB-Latex),1,10,3,1,2018-05-11,2018-01-30,2023-07-26, ,CUMTB-Latex
553,中国农业大学,China Agricultural University,1/1,[Cdmium/CAUTemplate](https://github.com/Cdmium/CAUTemplate),1,20,10,2,2020-08-06,2018-09-25,2023-10-02, ,China Agricultural University Course Thesis LaTeX Template
554,中国人民大学,Renmin University of China,4/5,[HughYau/RUCthesis-for-Bachelor](https://github.com/HughYau/RUCthesis-for-Bachelor),1,9,3,1,2022-03-23,2020-06-06,2023-11-16, ,中国人民大学本科生毕业论文（2021年修订版）latex模板
555,中国人民大学,Renmin University of China,4/5,[MelodyRen1998/ruc-thesis-template-via-bookdown](https://github.com/MelodyRen1998/ruc-thesis-template-via-bookdown),1,9,7,1,2020-03-17,2018-09-30,2021-12-24, ,Thesis template for Renmin University of China
556,中国人民大学,Renmin University of China,4/5,[ZebinWang/ructhesis](https://github.com/ZebinWang/ructhesis),1,89,58,5,2022-12-07,2015-10-23,2023-11-21, ,中国人民大学LaTeX论文模板
557,中国人民大学,Renmin University of China,4/5,[abuccts/ructhesis](https://github.com/abuccts/ructhesis),0,2,0,3,2017-10-31,2017-04-18,2020-05-29,LPPL-1.3c,**【长久未更新】** LaTeX Thesis Template for Renmin University of China
558,中国人民大学,Renmin University of China,4/5,[tnoa77/RUC_Thesis_2019](https://github.com/tnoa77/RUC_Thesis_2019),1,3,0,2,2020-02-06,2020-02-06,2021-12-24, , 
559,中国石油大学（北京）,China University of Petroleum (Beijing),1/1,[linyuantiaohe/cupb-phd-thesis](https://github.com/linyuantiaohe/cupb-phd-thesis),1,5,1,0,2022-05-12,2018-07-13,2023-11-01, ,中国石油大学（北京）博士毕业论文Latex模板
560,中国石油大学（华东）,China University of Petroleum (East China),3/3,[DotWang/UPCThesis_advanced](https://github.com/DotWang/UPCThesis_advanced),1,8,0,1,2019-02-14,2018-10-07,2023-06-18, ,中国石油大学(华东)本科毕业设计论文LaTeX模板----基于UPCLaTeX/UPCThesis进行改进
561,中国石油大学（华东）,China University of Petroleum (East China),3/3,[cr0wchen/upc-thesis-2020](https://github.com/cr0wchen/upc-thesis-2020),1,0,0,0,2020-06-29,2020-12-23,2020-12-23, ,中国石油大学（华东）本科毕业论文LaTex模板
562,中国石油大学（华东）,China University of Petroleum (East China),3/3,[walkman-z/upc-thesis-2020](https://github.com/walkman-z/upc-thesis-2020),1,21,5,1,2020-08-16,2020-05-27,2023-10-30,MIT,中国石油大学（华东）本科毕业论文LaTex模板
563,中南财经政法大学,Zhongnan University of Economics and Law,2/2,[YihanCao123/zuel_thesis](https://github.com/YihanCao123/zuel_thesis),1,2,0,1,2020-05-18,2020-05-11,2022-04-18,MIT,中南财经政法大学本科课程论文模板（非官方）
564,中南财经政法大学,Zhongnan University of Economics and Law,2/2,[donk3yzz/zuel_zh](https://github.com/donk3yzz/zuel_zh),1,2,0,0,2019-04-06,2019-03-04,2020-03-28, ,中南财经政法大学本科生毕业论文模版
565,中南大学,Central South University,7/9,[BingBLL/CSUThesis](https://github.com/BingBLL/CSUThesis),1,0,0,0,2021-12-24,2021-12-24,2021-12-24,Apache-2.0,中南大学大学 XeLaTeX 学位论文及课程论文模板 Central South University XeLaTeX Thesis Template
566,中南大学,Central South University,7/9,[BlurryLight/CSU-Thesis-LaTeX-Template](https://github.com/BlurryLight/CSU-Thesis-LaTeX-Template),0,15,3,2,2021-05-11,2019-05-05,2023-04-04, ,**【已归档】** 中南大学本科学位论文LaTeX模板
567,中南大学,Central South University,7/9,[CSGrandeur/CSU-Thesis-LaTeX-Template](https://github.com/CSGrandeur/CSU-Thesis-LaTeX-Template),1,68,33,8,2022-06-27,2019-03-13,2023-09-23, ,中南大学学位论文LaTeX模板
568,中南大学,Central South University,7/9,[CSUcse/CSUthesis](https://github.com/CSUcse/CSUthesis),1,102,28,5,2023-04-19,2020-04-07,2023-11-22, ,中南大学研究生学位论文LaTex模版（博士和硕士）
569,中南大学,Central South University,7/9,[ChaoYan/CSUThesis](https://github.com/ChaoYan/CSUThesis),1,2,0,1,2021-07-22,2020-12-09,2023-09-05,Apache-2.0,中南大学 XeLaTeX 学位论文及课程论文模板 Central South University XeLaTeX Thesis Template
570,中南大学,Central South University,7/9,[disc0ver-csu/csu-thesis](https://github.com/disc0ver-csu/csu-thesis),1,174,37,7,2023-10-04,2019-12-13,2023-11-02, ,中南大学学术论文LaTex模板。Central South University Thesis LaTeX Template.
571,中南大学,Central South University,7/9,[heyzbw/CSU_Thesis_Template](https://github.com/heyzbw/CSU_Thesis_Template),1,12,4,1,2023-08-31,2022-10-21,2023-09-11,Apache-2.0,中南大学本科生毕业设计论文模板
572,中南大学,Central South University,7/9,[hezhujun/CSU-Thesis-LaTeX](https://github.com/hezhujun/CSU-Thesis-LaTeX),1,6,2,3,2021-06-07,2021-01-31,2023-10-30, ,中南大学硕士论文LaTex模板。
573,中南大学,Central South University,7/9,[zhongjingjogy/thesisthemeCSU](https://github.com/zhongjingjogy/thesisthemeCSU),0,13,6,2,2017-12-26,2017-05-08,2021-12-04, ,**【长久未更新】** A template for the thesis of CSU (Central South University).
574,中山大学,Sun Yat-sen University,8/11,[1FCENdoge/SYSUThesis](https://github.com/1FCENdoge/SYSUThesis),1,23,7,1,2023-08-12,2022-04-29,2023-11-01,GPL-3.0,中山大学研究生学位论文LaTeX模板（试用）
575,中山大学,Sun Yat-sen University,8/11,[DapengFeng/sysuthesis](https://github.com/DapengFeng/sysuthesis),1,10,2,2,2023-10-18,2021-06-16,2023-10-18,LPPL-1.3c,LaTeX Thesis Template for Sun Yat-sen University
576,中山大学,Sun Yat-sen University,8/11,[Lovely-XPP/SYSU-thesis](https://github.com/Lovely-XPP/SYSU-thesis),1,3,0,1,2023-05-19,2023-02-27,2023-04-08,GPL-3.0,中山大学 LaTeX 论文项目模板
577,中山大学,Sun Yat-sen University,8/11,[SYSU-SCC/sysu-thesis](https://github.com/SYSU-SCC/sysu-thesis),1,406,59,8,2023-02-12,2020-12-28,2023-11-24,GPL-3.0,中山大学 LaTeX 论文项目模板
578,中山大学,Sun Yat-sen University,8/11,[ShevaXu/LatexThesis4SYSU](https://github.com/ShevaXu/LatexThesis4SYSU),0,9,10,3,2014-05-27,2014-05-27,2023-07-09, ,**【长久未更新】** [OUTDATED] Latex thesis template for Sun Yat-Sen University (SYSU) students
579,中山大学,Sun Yat-sen University,8/11,[chungkwong/sysu_thesis](https://github.com/chungkwong/sysu_thesis),1,22,7,2,2018-02-23,2015-05-06,2023-10-11, ,中山大学本科毕业论文非官方模版
580,中山大学,Sun Yat-sen University,8/11,[guanyingc/SYSU-LaTex-Thesis](https://github.com/guanyingc/SYSU-LaTex-Thesis),0,31,6,3,2017-04-03,2017-01-07,2023-10-12, ,**【长久未更新】** 
581,中山大学,Sun Yat-sen University,8/11,[guoyl6/thesis-dev](https://github.com/guoyl6/thesis-dev),1,7,6,1,2018-10-16,2018-10-16,2023-03-12,GPL-3.0,论文模版，来自 https://gitlab.com/sysu-gitlab/latex-group/thesis/tree/dev
582,中山大学,Sun Yat-sen University,8/11,[irenier/sysuthesis](https://github.com/irenier/sysuthesis),1,7,0,1,2023-10-26,2023-03-10,2023-04-20,BSD-3-Clause,中山大学本科生毕业论文 LaTeX 模板
583,中山大学,Sun Yat-sen University,8/11,[kuiqx/biyelunwen](https://github.com/kuiqx/biyelunwen),1,0,0,1,2023-04-09,2023-04-09,2023-04-09,GPL-3.0,中山大学毕业论文latex模板
584,中山大学,Sun Yat-sen University,8/11,[zhibo/sysuthesis](https://github.com/zhibo/sysuthesis),0,25,19,5,2013-04-15,2011-05-09,2023-05-14, ,**【长久未更新】** sysuthesis based on pkuthss.
585,中央民族大学,Minzu University of China,1/1,[MUCVIP/mucthesis](https://github.com/MUCVIP/mucthesis),1,0,0,0,2023-05-19,2023-04-10,2023-05-19,LPPL-1.3c,中央民族大学学位论文Latex模板
