学校（机构）	学校（机构）英文	分类	语言	GitHub仓库	已归档	Star数	Fork数
华南理工大学	South China University of Technology	presentation	latex	https://github.com/wanglh03/SCUT-Beamer-Theme	False	2	0
大连理工大学	Dalian University of Technology	presentation	latex	https://github.com/lupengz/DLUT-Beamer	False	2	0
（伊朗）塔尔比亚特·莫达雷斯大学	Tarbiat Modares University	thesis	latex	https://github.com/armineh-rahmanian/TMU-Latex-Thesis-Template	False	2	0
中南大学	Central South University	thesis	markdown	https://github.com/csu-tclab/CSUthesisMD	False	2	0
吉林大学	Jilin University	thesis	latex	https://github.com/Herbert-Gao/JLU_Graduation_Model_Bachelor	False	2	0
湖南大学	Hunan University	thesis	latex	https://github.com/MaFuyan/HNU_Thesis_LaTeX_MacOS	False	2	0
吉林大学	Jilin University	thesis	latex	https://github.com/lyjslay/JLU-EE-template	False	2	0
苏州大学	Soochow University	thesis	latex	https://github.com/NatureGeorge/sudathesis-bachelor	False	2	0
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/huyongfeng/-	False	2	0
四川大学	Sichuan University	thesis	latex	https://github.com/wonderland-dsg/scuthesis	False	2	0
北京邮电大学	Beijing University of Posts and Telecommunications	thesis	latex	https://github.com/yangze01/BUPT-Master-Graduation-Thesis	False	2	0
湖北经济学院	Hubei School of Economics	thesis	latex	https://github.com/snyh/hbue_thesis	False	2	0
兰州大学	Lanzhou University	thesis	latex	https://github.com/CosmosLiang/LZUthesis	False	2	0
武汉大学	Wuhan University	thesis	latex	https://github.com/lvZic/latex	False	2	0
江苏科技大学	Jiangsu University of Science and Technology	thesis	latex	https://github.com/sheeplib/JustThesis	False	2	0
中国人民大学	Renmin University of China	thesis	latex	https://github.com/abuccts/ructhesis	False	2	0
西南石油大学	Southwest Petroleum University	presentation	latex	https://github.com/befeng/swpu_beamer	False	2	0
浙江师范大学	Zhejiang Normal University	thesis	latex	https://github.com/minqimao/zjnu_thesis	False	2	0
西安理工大学	Xi'an University of Technology	presentation	latex	https://github.com/shincfk/latex-slide-template-with-beamer	False	2	0
（英国）帝国理工学院	Imperial College London (IC)	thesis	latex	https://github.com/blaahhrrgg/icldiss	False	2	0
（印度）印度理工学院马德拉斯分校	Indian Institute of Technology Madras (IIT Madras)	thesis	latex	https://github.com/amitanilkulkarni/iitm-thesis-template	False	1	5
通用模板	Common Templates	paper	latex	https://github.com/MohamedKari/acm-paper-template	False	1	2
北京化工大学	Beijing University of Chemical Technology	thesis	latex	https://github.com/qianqianjun/UnetFCNDAE	False	1	2
（伊朗）法罕理工大学	University of Technology (IUT)	thesis	latex	https://github.com/aminfakhari/AThesis-IUT-Thesis-Template	False	1	2
天津大学	Tianjin University	thesis	latex	https://github.com/latexstudio/tjuThesis	False	1	2
厦门大学	Xiamen University	thesis	lyx	https://github.com/renkun-ken/xmu-thesis-lyx	False	1	2
武汉大学	Wuhan University	thesis	latex	https://github.com/paul-wu/whuthesis	False	1	2
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/clyce/ecust_thesis_template	False	1	2
（白俄罗斯）国立信息和无线电电子大学	Belarusian State University of Informatics and Radioelectronics (BSUIR)	thesis	latex	https://github.com/nadevko/bsuir-TeX-1	False	1	1
华东师范大学	East China Normal University	thesis	latex	https://github.com/rachlegend/ECNU-Template	False	1	1
（意大利）米兰圣心天主教大学	Catholic University of Sacred Heart	thesis	markdown	https://github.com/NiccoloSalvini/cattolicadown	False	1	1
通用模板	Common Templates	thesis	latex	https://github.com/arashsm79/thesis-latex-template	False	1	1
（美国）爱荷华大学	University of Iowa	thesis	latex	https://github.com/qianjzhang/Uiowa-Thesis-Template	False	1	1
郑州大学	Zhengzhou University	thesis	latex	https://github.com/ZZUTUG/ZZU_Thesis	False	1	1
南开大学	Nankai University	thesis	latex	https://github.com/JerryMouseZ/NKUOverleafTemplate2021	False	1	1
西北工业大学	Northwestern Polytechnical University	thesis	latex	https://github.com/tianhangnpu/npu_thesis_template	False	1	1
复旦大学	Fudan University	thesis	latex	https://github.com/fudan-mse/thesis-paper	False	1	1
东南大学	Southeast University	thesis	latex	https://github.com/RayDia/SEU-LaTeX-Thesis-Template-	False	1	1
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/4712635/xjtu_thesis_template	False	1	1
淮北师范大学	Huaibei Normal University	thesis	latex	https://github.com/everyx/HNUthesis	False	1	1
香港理工大学	Hong Kong Polytechnic University (PolyU)	thesis	latex	https://github.com/edwardtoday/hkputhesis	False	1	1
清华大学	Tsinghua University	thesis	latex	https://github.com/iso9/thuthesis	False	1	1
重庆交通大学	Chongqing Jiaotong University	thesis	latex	https://github.com/broadcreate/CQJTU-Latex-Thesis	False	1	0
上海交通大学	Shanghai Jiaotong University	report	latex	https://github.com/zh1-z/SJTU-Bachelor-Thesis-Midterm-Latex-Template	False	1	0
上海交通大学	Shanghai Jiaotong University	report	latex	https://github.com/zh1-z/SJTU-Bachelor-Thesis-Proposal-Latex-Template	False	1	0
浙江传媒学院	Communication University of Zhejiang	report	latex	https://github.com/xiehao/cuzexam	False	1	0
武汉大学	Wuhan University	thesis	latex	https://github.com/prejudice666/whu-thesis-latex-template	False	1	0
南通大学	Nantong University	thesis	latex	https://github.com/changbozhu/ntuthesis	False	1	0
（韩国）首尔大学	Seoul National University (SNU)	thesis	latex	https://github.com/young-52/snu-ling-ba-thesis	False	1	0
中国农业大学	China Agricultural University	thesis	latex	https://github.com/maxchang3/YaCAUThesisUG	False	1	0
（美国）加州大学戴维斯分校	University of California, Davis (UCD)	presentation	latex	https://github.com/chesun/latex_templates	False	1	0
（爱沙尼亚）塔尔图大学	University of Tartu	thesis	latex	https://github.com/sim642/unitartucs-thesis-template	False	1	0
华北电力大学	North China Electric Power University	presentation	latex	https://github.com/liuzhaoze/NCEPU-beamer-template	False	1	0
（美国）密西西比州立大学	Mississippi State University	presentation	latex	https://github.com/DakotaHester/Starkville_beamer_theme	False	1	0
（韩国）国立韩国交通大学	Korea National University of Transportation (KNUT)	thesis	latex	https://github.com/saeedahmadicp/KNUT-THESIS-TEMPLATE	False	1	0
（阿根廷）托尔夸托迪特利亚大学	Torcuato di Tella University	thesis	latex	https://github.com/federicoduca/latex-templates	False	1	0
南开大学	Nankai University	thesis	latex	https://github.com/indexthm/NKUThesis	False	1	0
南开大学	Nankai University	thesis	latex	https://github.com/benhaotang/NKThesis	False	1	0
（美国）宾夕法尼亚州立大学	Pennsylvania State University	thesis	typst	https://github.com/cafeclimber/typst-psu	False	1	0
四川大学	Sichuan University	thesis	ms-word	https://github.com/IcyFeather233/SCU-Graduation-Thesis	False	1	0
华东师范大学	East China Normal University	thesis	latex	https://github.com/chguw/ecnuphd	False	1	0
四川大学	Sichuan University	thesis	ms-word	https://github.com/northword/SCU-Thesis-MSWord-Template	False	1	0
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/EdwardNigma163/dut_essay_model	False	1	0
海南师范大学	Hainan Normal University	thesis	latex	https://github.com/cliffigor/hainnu-thesis	False	1	0
北京理工大学	Beijing Institute of Technology	thesis	latex	https://github.com/PolarLion/BIT-thesis-template	False	1	0
湖南师范大学	Hunan Normal University	thesis	latex	https://github.com/gkm0120/hunnu	False	1	0
哈尔滨工业大学	Harbin Institute of Technology	thesis	latex	https://github.com/FutureForMe/HIT_thesis	False	1	0
天津大学	Tianjin University	thesis	latex	https://github.com/Rien190/TJU-Paper-template	False	1	0
合肥工业大学	HeFei University of Technology	presentation	latex	https://github.com/LaureatePoet/Beamer-HFUT-sxxy	False	1	0
武汉大学	Wuhan University	thesis	latex	https://github.com/Achhhe/WHUMaster-Latex-2021	False	1	0
山东大学	Shandong University	thesis	latex	https://github.com/lichuanxiang/SDUGradThesis	False	1	0
（德国）莱茵曼应用技术大学	RheinMain University of Applied Sciences	presentation	latex	https://github.com/niksauer/MasterThesis	False	1	0
通用模板	Common Templates	report	latex	https://github.com/btjanaka/instill	False	1	0
中南大学	Central South University	thesis	latex	https://github.com/BingBLL/CSUThesis	False	1	0
（捷克）捷克生命科学大学	Czech University of Life Sciences Prague	thesis	latex	https://github.com/Harvie/CULS-Thesis	False	1	0
北京林业大学	Beijing Forestry University	thesis	latex	https://github.com/Bloomberg2000/bjfuthesis_old	False	1	0
（英国）赫瑞瓦特大学	Heriot-Watt University	thesis	latex	https://github.com/Lyonnard/CDTAP-Thesis-Template	False	1	0
（美国）佐治亚大学	University of Georgia (UGA)	presentation	latex	https://github.com/royaleconqueso/uga-beamer-theme	False	1	0
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/FirstPotato/IUE-Thesis	False	1	0
（美国）明尼苏达大学	University of Minnesota	thesis	markdown	https://github.com/neyhartj/umn_thesis	False	1	0
（美国）纽约州立大学系统	State University of New York (SUNY)	presentation	latex	https://github.com/royaleconqueso/fit-beamer-theme	False	1	0
湖南大学	Hunan University	thesis	latex	https://github.com/davendw49/HNUbFinalThesis_template	False	1	0
（加拿大）不列颠哥伦比亚大学	University of British Columbia	thesis	lyx	https://github.com/alanmanning/ubc-thesis-lyx	False	1	0
（加拿大）安大略理工大学	Ontario Tech University (OTU)	thesis	latex	https://github.com/dpasut/thesis-template	False	1	0
南京信息工程大学	Nanjing University of Information Engineering	thesis	latex	https://github.com/liyuwang2016/NUIST_Latex	False	1	0
（德国）柏林洪堡大学	Humboldt University of Berlin	thesis	lyx	https://github.com/benmaier/LyXTufteThesis	False	1	0
（印度）霍米巴巴国家研究所	Homi Bhabha National Institute (HBNI)	thesis	lyx	https://github.com/rajeshrinet/lyx-hbniThesis	False	1	0
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/wendy2003888/DLUT_XeLatex_TemplateForBachelor	False	1	0
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/zzjjzzgggg/xjtuthesis	False	1	0
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/smartsrh/xjtubachelor	False	1	0
南开大学	Nankai University	thesis	latex	https://github.com/JH-Wei/NKUThesis	False	1	0
（美国）凯斯西储大学	Case Western Reserve University (CWRU)	presentation	latex	https://github.com/mruffalo/beamer-theme-cwru	False	1	0
（美国）德克萨斯州大学奥斯汀分校	University of Texas at Austin	thesis	latex	https://github.com/OttoStruve/UT-thesis	False	0	5
（德国）康斯坦茨应用科技大学	Konstanz University of Applied Sciences	thesis	latex	https://github.com/AihamAbusaleh/thesis-template-latex	False	0	3
（加拿大）康考迪亚大学	Concordia University	thesis	latex	https://github.com/huntertran/concordia-thesis-template	False	0	2
东华大学	Donghua University	thesis	latex	https://github.com/DCMMC/DHU-Paper-Template	False	0	2
（美国）斯坦福大学	Stanford University	thesis	latex	https://github.com/jbau/thesis	False	0	2
华东师范大学	East China Normal University	thesis	latex	https://github.com/Haskely/ECNUMasterThesisLatexTemplate	False	0	1
上海交通大学	Shanghai Jiaotong University	thesis	latex	https://github.com/GreenTeaHua/sjtu_latex	False	0	1
上海交通大学	Shanghai Jiaotong University	thesis	latex	https://github.com/JingruiYu/SJTU_Thesis_21	False	0	1
华东师范大学	East China Normal University	thesis	latex	https://github.com/SmartPangzi/ECNU-Graduation-Thesis-Template	False	0	1
电子科技大学	University of Electronic Science and Technology of China	thesis	lyx	https://github.com/raja21068/UESTC-Thesis-Templete-LYX-Latex	False	0	1
澳门大学	University of Macau (UM)	thesis	latex	https://github.com/gwwang16/UM-PhD-Thesis-Latex-TMPL	False	0	1
四川师范大学	Sichuan Normal University	thesis	latex	https://github.com/yiyuezhuo/sicnu-thesis	False	0	1
通用模板	Common Templates	report	typst	https://github.com/chantakan/jsass-typst-template	False	0	0
西南大学	Southwestern University	presentation	latex	https://github.com/huangjunjie-cs/simple-swu-beamer	False	0	0
西南大学	Southwestern University	presentation	latex	https://github.com/huangjunjie-cs/college-swu-beamer	False	0	0
（英国）剑桥大学	University of Cambridge	thesis	typst	https://github.com/jeffa5/typst-cambridge	True	0	0
（英国）兰卡斯特大学	Lancaster University	thesis	latex	https://github.com/r3w0p/lancs-scc-thesis-template	False	0	0
（日本）东京大学	University of Tokyo	thesis	latex	https://github.com/cohsh/dissertation-template	False	0	0
通用模板	Common Templates	paper	typst	https://github.com/sebmestrallet/typst-simple-siam	False	0	0
（拉脱维亚）里加工业大学	Riga Technical University	thesis	typst	https://github.com/Ri0ee/typst-rtu	False	0	0
浙江农林大学	Zhejiang A&F University	presentation	latex	https://github.com/favefan/ZAFUBeamer-Latex	False	0	0
（美国）博伊西州立大学	Boise State University	thesis	ms-word	https://github.com/lorrainegaudio/BSU_Graduate_Thesis	False	0	0
中国传媒大学	Communication University of China	thesis	latex	https://github.com/felicia-tung/My-CUC-Thesis	False	0	0
（德国）弗赖堡大学	University of Freiburg	thesis	typst	https://github.com/d-mironov/typst-slides-uni-freiburg	False	0	0
（澳大利亚）斯威本科技大学	Swinburne University of Technology	thesis	typst	https://github.com/coljac/swinburne-phd-typst	False	0	0
（英国）曼彻斯特大学	University of Manchester	thesis	lyx	https://github.com/Adorno-Lab/phd-thesis-lyx-template	False	0	0
东华大学	Donghua University	thesis	latex	https://github.com/godshen/dhu_thesis	False	0	0
（希腊）雅典国家技术大学	National Technical University of Athens (NTUA)	thesis	latex	https://github.com/ivezakis/ntua-ece-thesis-template	False	0	0
（新西兰）奥克兰大学	University of Auckland	report	latex	https://github.com/Uni-tato/latex-report-template	False	0	0
上海工程技术大学	Shanghai University of Engineering and Technology	thesis	latex	https://github.com/shansicheng/sues-thesis	False	0	0
北京邮电大学	Beijing University of Posts and Telecommunications	thesis	latex	https://github.com/way-zer/BUPTBachelorThesis	False	0	0
上海大学	Shanghai University	thesis	typst	https://github.com/LuminolT/SHU-Bachelor-Thesis-Typst	False	0	0
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/kuiqx/biyelunwen	False	0	0
北京大学	Peking University	thesis	lyx	https://github.com/AllanChain/pkuthss-lyx	False	0	0
浙江工业大学	Zhejiang University of Technology	presentation	latex	https://github.com/sichengchen/ZJUT-Beamer-Template	False	0	0
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/QuYue/The-XeLaTex-Template-of-Master-Degree-Thesis-of-DUT	False	0	0
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/bys17778885154/xjtu_thesis	False	0	0
南京航空航天大学	Nanjing University of Aeronautics and Astronautics	thesis	latex	https://github.com/dr-n-khan/NUAA-Thesis-Template-NASR	False	0	0
青岛理工大学	Qingdao University of Technology	presentation	latex	https://github.com/Leev1s/QUT-Beamer-Template	False	0	0
中山大学	Sun Yat-sen University	presentation	latex	https://github.com/xsro/SYSU-Beamer-Slide-V2	False	0	0
浙江大学	Zhejiang University	thesis	latex	https://github.com/Zhejiang-University-GKC/cs-zju-thesis	False	0	0
（德国）柏林洪堡大学	Humboldt University of Berlin	thesis	markdown	https://github.com/napiontek/huphydown	False	0	0
（俄罗斯）莫斯科国立航空学院	Moscow Aviation Institute	thesis	latex	https://github.com/NetherQuartz/BachelorThesis	False	0	0
清华大学	Tsinghua University	thesis	latex	https://github.com/Markshilong/THU_Thesis_Bachelor	False	0	0
澳门科技大学	Macau University of Science and Technology (MUST)	thesis	latex	https://github.com/Tim-eyes/MUST_Thesis_Template	False	0	0
中国科学技术大学	University of Science and Technology of China	thesis	latex	https://github.com/DingyunZhang/ustc_thesis_bachelor	False	0	0
西湖大学	Westlake University	presentation	latex	https://github.com/zhoubay/WestlakeU-Beamer-Theme	False	0	0
天津大学	Tianjin University	thesis	latex	https://github.com/pingyuer/TJUThesis	False	0	0
湖南大学	Hunan University	thesis	latex	https://github.com/AaronDavis2020/HNU-thesis	False	0	0
通用模板	Common Templates	paper	latex	https://github.com/Techassi/paper-template	False	0	0
哈尔滨工业大学	Harbin Institute of Technology	presentation	latex	https://github.com/RongquanHE/a-simple-unofficial-HIT-Latex-beamer-template	False	0	0
石河子大学	Shihezi University	thesis	ms-word	https://github.com/swcyo/2021shzuthesis	False	0	0
北京林业大学	Beijing Forestry University	thesis	latex	https://github.com/Bloomberg2000/BJFUThesis	False	0	0
南方科技大学	Southern University of Science and Technology	thesis	ms-word	https://github.com/jerrylususu/sustech-thesis-word	False	0	0
河南理工大学	Henan Polytechnic University	presentation	latex	https://github.com/potatogood/HPU_Beamer_Template	False	0	0
东南大学	Southeast University	thesis	latex	https://github.com/liuying1905/seu_thesis	False	0	0
上海交通大学	Shanghai Jiaotong University	thesis	ms-word	https://github.com/pydxflwb/SJTUUndergraduateThesis2021-Word	False	0	0
（俄罗斯）俄罗斯普列汉诺夫经济大学	Plekhanov Russian University of Economics	thesis	latex	https://github.com/oogl/prue-thesis-template	False	0	0
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/raja21068/UESTC-LATEX-THESIS-FORMAT	False	0	0
南开大学	Nankai University	thesis	latex	https://github.com/zihaodong/NKU_thesis	False	0	0
天津大学	Tianjin University	thesis	latex	https://github.com/hanwang-15/TJUthesis_xelatex-phd-2020	False	0	0
武汉大学	Wuhan University	thesis	ms-word	https://github.com/happytianhao/-Word-	False	0	0
华中师范大学	Central China Normal University	thesis	latex	https://github.com/wasphin/latex-ccnu-thesis	False	0	0
南开大学	Nankai University	thesis	latex	https://github.com/guangpintao/nku_thesis	False	0	0
厦门大学	Xiamen University	thesis	latex	https://github.com/uhomelee/xmu-undergraduate-thesis	False	0	0
（奥地利）格拉茨技术大学	Graz University of Technology	thesis	latex	https://github.com/MarkusPic/master_thesis_template	True	0	0
中国科学技术大学	University of Science and Technology of China	thesis	latex	https://github.com/jiaopjie/ustcthesis	False	0	0
西北农林科技大学	Northwest A&F University	thesis	latex	https://github.com/latexstudio/nwsuaf_thesis_template	False	0	0
浙江大学	Zhejiang University	thesis	latex	https://github.com/ankwinters/ZJUthesis_template	False	0	0
天津大学	Tianjin University	presentation	latex	https://github.com/tevenfeng/tju-beamer-blue	False	0	0
通用模板	Common Templates	thesis	latex	https://github.com/dimkirt/latex-thesis-template	False	0	0
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/tzz1996/ThesisUESTC	False	0	0
（美国）西北大学	Northwestern University	thesis	latex	https://github.com/h-havenga/The-unofficial-NWU-LaTeX-template	False	0	0
东北大学	Northeastern University	thesis	latex	https://github.com/ttimasdf/neuthesis	False	0	0
（南非）金山大学（威特沃特斯兰大学）	University of the Witwatersrand / Wits University	thesis	markdown	https://github.com/Keniajin/Wits_SPH_Thesis	False	0	0
通用模板	Common Templates	paper	latex	https://github.com/benetka/acm2017_conference_paper	False	0	0
重庆大学	Chongqing University	presentation	latex	https://github.com/SabatierPierre/cquslide	False	0	0
青岛工学院	Qingdao Institute of Technology	thesis	latex	https://github.com/monburan/oucqdc-LaTeX-document	False	0	0
西安电子科技大学	Xidian University	thesis	latex	https://github.com/oopsno/yabasky	False	0	0
南京航空航天大学	Nanjing University of Aeronautics and Astronautics	thesis	latex	https://github.com/ForeverDavid/nuaa-thesis	False	0	0
（荷兰）代尔夫特理工大学	Delft University of Technology	thesis	lyx	https://github.com/jmilhomens/lyx-phdthesis-tudelft	False	0	0
东北师范大学	Northeast Normal University	thesis	latex	https://github.com/chenpx976/nenuthesis	False	0	0
（英国）伦敦艺术大学	University of the Arts London (UAL)	thesis	latex	https://github.com/natuk/ual-thesis-template	False	0	0
武汉大学	Wuhan University	thesis	latex	https://github.com/0xf4vul/whuBSthesis	False	0	0
