序号,中文名,外文名,GitHub仓库,已归档,Star数,Fork数,更新时间,许可证
609,**中国石油大学（华东）**,*China University of Petroleum (East China)*,[:simple-github: DotWang/<br>UPCThesis_advanced](https://github.com/DotWang/UPCThesis_advanced),:unlock:,8,0,:material-update: `2019-02-14`, 
610,**北京理工大学**,*Beijing Institute of Technology*,[:simple-github: FDUZS/<br>BIThesis](https://github.com/FDUZS/BIThesis),:card_box:,8,0,:material-update: `2022-11-25`,:material-license: `LPPL-1.3c`
611,**（美国）威斯康星大学麦迪逊分校**,*University of Wisconsin-Madison*,[:simple-github: Lodour/<br>wisc-thesis-template](https://github.com/Lodour/wisc-thesis-template),:unlock:,8,0,:material-update: `2024-05-04`,:material-license: `MIT`
612,**深圳大学**,*Shenzhen University*,[:simple-github: Yulv-git/<br>Master-Thesis-LaTeX-Template-of-SZU](https://github.com/Yulv-git/Master-Thesis-LaTeX-Template-of-SZU),:unlock:,8,0,:material-update: `2022-08-08`,:material-license: `MIT`
613,**重庆邮电大学**,*Chongqing University of Posts and Telecommunications*,[:simple-github: mequanwei/<br>CQUPTThesis](https://github.com/mequanwei/CQUPTThesis),:unlock:,8,0,:material-update: `2019-11-05`, 
614,**（美国）爱荷华大学**,*University of Iowa*,[:simple-github: uiowa-mgb/<br>uiowa-thesis](https://github.com/uiowa-mgb/uiowa-thesis),:unlock:,8,0,:material-update: `2024-05-22`,:material-license: `ISC`
615,**华南农业大学**,*South China Agricultural University*,[:simple-github: wuenzhe/<br>SCAUThesis](https://github.com/wuenzhe/SCAUThesis),:unlock:,8,0,:material-update: `2023-03-29`, 
616,**西北农林科技大学**,*Northwest A&F University*,[:simple-github: latexstudio/<br>nwafuthesis](https://github.com/latexstudio/nwafuthesis),:unlock:,7,19,:material-update: `2019-03-08`, 
617,**（美国）威廉与玛丽学院**,*College of William and Mary*,[:simple-github: yishanhe/<br>WM-AS-thesis-latex-template](https://github.com/yishanhe/WM-AS-thesis-latex-template),:unlock:,7,12,:material-update: `2024-07-17`,:material-license: `MIT`
618,**（加拿大）康考迪亚大学**,*Concordia University*<br>(Université Concordia),[:simple-github: raxityo/<br>concordia-latex-template](https://github.com/raxityo/concordia-latex-template),:unlock:,7,8,:material-update: `2018-02-02`, 
619,**山东大学**,*Shandong University*,[:simple-github: ChenMeng0518/<br>sduthesis](https://github.com/ChenMeng0518/sduthesis),:unlock:,7,7,:material-update: `2015-01-03`, 
620,**（美国）伍斯特学院**,*The College of Wooster*,[:simple-github: jbreitenbucher/<br>exampleis](https://github.com/jbreitenbucher/exampleis),:unlock:,7,6,:material-update: `2025-03-13`, 
621,**中山大学**,*Sun Yat-sen University*,[:simple-github: guoyl6/<br>thesis-dev](https://github.com/guoyl6/thesis-dev),:unlock:,7,5,:material-update: `2018-10-16`,:material-license: `GPL-3.0`
622,**杭州电子科技大学**,*Hangzhou University of Electronic Science and Technology*,[:simple-github: xmlu/<br>hduthesis](https://github.com/xmlu/hduthesis),:unlock:,7,5,:material-update: `2024-03-15`,:material-license: `MIT`
623,**中国传媒大学**,*Communication University of China*,[:simple-github: AmnesiaBeing/<br>CUC-Thesis-Template](https://github.com/AmnesiaBeing/CUC-Thesis-Template),:unlock:,7,4,:material-update: `2021-06-09`, 
624,**中国人民大学**,*Renmin University of China*,[:simple-github: liuqi6777/<br>ructhesis](https://github.com/liuqi6777/ructhesis),:unlock:,7,4,:material-update: `2024-04-17`,:material-license: `MIT`
625,**湘潭大学**,*Xiangtan University*,[:simple-github: ruiminshen/<br>ThesisXTU](https://github.com/ruiminshen/ThesisXTU),:unlock:,7,4,:material-update: `2015-05-22`,:material-license: `GPL-2.0`
626,**上海工程技术大学**,*Shanghai University of Engineering and Technology*,[:simple-github: AndyYangjd/<br>SUES-Paper](https://github.com/AndyYangjd/SUES-Paper),:unlock:,7,3,:material-update: `2020-03-09`,:material-license: `MIT`
627,**西北农林科技大学**,*Northwest A&F University*,[:simple-github: Jeromezp/<br>NorthWestThesis](https://github.com/Jeromezp/NorthWestThesis),:unlock:,7,3,:material-update: `2017-05-31`,:material-license: `MIT`
628,**浙江大学**,*Zhejiang University*,[:simple-github: corenel/<br>zju-thesis](https://github.com/corenel/zju-thesis),:unlock:,7,2,:material-update: `2020-12-06`,:material-license: `MIT`
629,**通用模板**,*Common Templates*,[:simple-github: farshadrasuli/<br>parsa](https://github.com/farshadrasuli/parsa),:unlock:,7,2,:material-update: `2021-08-09`, 
630,**（印度）德里理工大学**,"*Delhi Technological University, DTU*",[:simple-github: gandalfsaxe/<br>laursens-xelatex-thesis-template](https://github.com/gandalfsaxe/laursens-xelatex-thesis-template),:unlock:,7,2,:material-update: `2019-02-26`, 
631,**台湾大学<br>（國立臺灣大學）**,*National Taiwan University (NTU)*,[:simple-github: liao961120/<br>ntuthesis2](https://github.com/liao961120/ntuthesis2),:unlock:,7,2,:material-update: `2022-11-01`, 
632,**通用模板**,*Common Templates*,[:simple-github: openHPI/<br>modernthesis](https://github.com/openHPI/modernthesis),:unlock:,7,2,:material-update: `2017-06-30`, 
633,**浙江工业大学**,*Zhejiang University of Technology*,[:simple-github: AsukaEva2/<br>ZJUTbachelor](https://github.com/AsukaEva2/ZJUTbachelor),:unlock:,7,1,:material-update: `2022-09-15`,:material-license: `GPL-3.0`
634,**东南大学**,*Southeast University*,[:simple-github: jasonbian97/<br>Southeast-University-Paper-Latex-Template](https://github.com/jasonbian97/Southeast-University-Paper-Latex-Template),:unlock:,7,1,:material-update: `2019-06-14`, 
635,**中国石油大学（北京）**,*China University of Petroleum (Beijing)*,[:simple-github: linyuantiaohe/<br>cupb-phd-thesis](https://github.com/linyuantiaohe/cupb-phd-thesis),:unlock:,7,1,:material-update: `2022-05-12`, 
636,**（加拿大）约克大学**,*York University*<br>(Université York),[:simple-github: philchalmers/<br>York_Thesis_LyX](https://github.com/philchalmers/York_Thesis_LyX),:unlock:,7,1,:material-update: `2017-06-10`, 
637,**南京工业大学**,*Nanjing University of Technology*,[:simple-github: AstralHope/<br>NJTECHMasterThesis](https://github.com/AstralHope/NJTECHMasterThesis),:unlock:,7,0,:material-update: `2022-08-07`,:material-license: `GPL-3.0`
638,**厦门大学**,*Xiamen University*,[:simple-github: DiggerWang/<br>-Latex-](https://github.com/DiggerWang/-Latex-),:unlock:,7,0,:material-update: `2019-01-30`, 
639,**（希腊）雅典大学**,"*National and Kapodistrian University of Athens, NKUA*<br>(Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών)",[:simple-github: cnasikas/<br>di-thesis-template](https://github.com/cnasikas/di-thesis-template),:unlock:,7,0,:material-update: `2018-06-27`,:material-license: `MIT`
640,**武汉大学**,*Wuhan University*,[:simple-github: lh9171338/<br>WHU-Thesis](https://github.com/lh9171338/WHU-Thesis),:unlock:,7,0,:material-update: `2020-04-05`,:material-license: `MIT`
641,**华东师范大学**,*East China Normal University*,[:simple-github: myzmh/<br>ECNU-MASTER-S-DISSERTATION-](https://github.com/myzmh/ECNU-MASTER-S-DISSERTATION-),:unlock:,7,0,:material-update: `2022-05-01`, 
642,**吉林大学**,*Jilin University*,[:simple-github: quanfan-zi/<br>Latex-Paper-Templates](https://github.com/quanfan-zi/Latex-Paper-Templates),:unlock:,7,0,:material-update: `2024-03-14`, 
643,**南方科技大学**,*Southern University of Science and Technology*,[:simple-github: whzecomjm/<br>sustcthesis](https://github.com/whzecomjm/sustcthesis),:unlock:,6,15,:material-update: `2017-07-31`,:material-license: `MIT`
644,**北京邮电大学**,*Beijing University of Posts and Telecommunications*,[:simple-github: wugh/<br>bupt-thesis-bachelor](https://github.com/wugh/bupt-thesis-bachelor),:unlock:,6,9,:material-update: `2014-06-09`, 
645,**（印度）印度理工学院马德拉斯分校**,"*Indian Institute of Technology Madras, IIT Madras*",[:simple-github: j-jith/<br>iitm-thesis](https://github.com/j-jith/iitm-thesis),:unlock:,6,8,:material-update: `2019-06-03`, 
646,**大连理工大学**,*Dalian University of Technology*,[:simple-github: li-xin-yi/<br>DLUTLaTeXTemplate](https://github.com/li-xin-yi/DLUTLaTeXTemplate),:unlock:,6,8,:material-update: `2016-03-29`, 
647,**北方民族大学**,*Northern Minzu University*,[:simple-github: WizenZhang/<br>NMUThesis](https://github.com/WizenZhang/NMUThesis),:unlock:,6,7,:material-update: `2019-06-12`,:material-license: `MIT`
648,**湖南大学**,*Hunan University*,[:simple-github: ljmdzyx1985/<br>HNUthesis_doctor](https://github.com/ljmdzyx1985/HNUthesis_doctor),:unlock:,6,7,:material-update: `2019-05-29`, 
649,**东北大学**,*Northeastern University*,[:simple-github: PlayerAI/<br>NEU_PHD_Template](https://github.com/PlayerAI/NEU_PHD_Template),:unlock:,6,6,:material-update: `2013-06-05`, 
650,**北京科技大学**,*Beijing University of Science and Technology*,[:simple-github: liuzhaoboatenficomcn/<br>Latex-template-for-University-of-Science-and-Technology-Beijing](https://github.com/liuzhaoboatenficomcn/Latex-template-for-University-of-Science-and-Technology-Beijing),:unlock:,6,6,:material-update: `2018-10-10`, 
651,**海南大学**,*Hainan University*,[:simple-github: zoltarsun/<br>hainuthesis](https://github.com/zoltarsun/hainuthesis),:unlock:,6,5,:material-update: `2017-06-25`, 
652,**（秘鲁）国立工程大学**,"*National University of Engineering*<br>(Universidad Nacional de Ingeniería, UNI)",[:simple-github: ErickChacon/<br>uni-thesis](https://github.com/ErickChacon/uni-thesis),:unlock:,6,4,:material-update: `2017-04-08`,:material-license: `MIT`
653,**山东师范大学**,*Shandong Normal University*,[:simple-github: SmartHelium/<br>sdnubachelor](https://github.com/SmartHelium/sdnubachelor),:unlock:,6,4,:material-update: `2023-03-15`,:material-license: `GPL-3.0`
654,**（美国）亚利桑那州立大学**,*Arizona State University*,[:simple-github: juliantao/<br>quarto-asu-thesis](https://github.com/juliantao/quarto-asu-thesis),:unlock:,6,4,:material-update: `2023-06-27`,:material-license: `MIT`
655,**西北工业大学**,*Northwestern Polytechnical University*,[:simple-github: lrtfm/<br>nputhesis](https://github.com/lrtfm/nputhesis),:unlock:,6,4,:material-update: `2024-01-17`, 
656,**通用模板**,*Common Templates*,[:simple-github: danielvartan/<br>abnt](https://github.com/danielvartan/abnt),:unlock:,6,3,:material-update: `2024-08-12`,:material-license: `MIT`
657,**西安交通大学**,*Xi'an Jiaotong University*,[:simple-github: haoyun/<br>xjtu-thesis-BSc](https://github.com/haoyun/xjtu-thesis-BSc),:card_box:,6,3,:material-update: `2014-03-29`,:material-license: `LPPL-1.3c`
658,**（意大利）那不勒斯腓特烈二世大学**,*University of Naples Federico II*<br>(Università degli Studi di Napoli Federico II),[:simple-github: luistar/<br>unina-thesis-template](https://github.com/luistar/unina-thesis-template),:unlock:,6,3,:material-update: `2024-10-21`,:material-license: `LGPL-3.0`
659,**（韩国）首尔大学**,"*Seoul National University, SNU*<br>(서울대학교)",[:simple-github: Zeta611/<br>snu-cse-bsc-thesis](https://github.com/Zeta611/snu-cse-bsc-thesis),:unlock:,6,2,:material-update: `2024-06-27`,:material-license: `MIT`
660,**中南大学**,*Central South University*,[:simple-github: hezhujun/<br>CSU-Thesis-LaTeX](https://github.com/hezhujun/CSU-Thesis-LaTeX),:unlock:,6,2,:material-update: `2021-06-07`, 
661,**华东师范大学**,*East China Normal University*,[:simple-github: Jarvis-K/<br>ECNU_Latex_Template](https://github.com/Jarvis-K/ECNU_Latex_Template),:unlock:,6,1,:material-update: `2019-05-08`, 
662,**哈尔滨工业大学**,*Harbin Institute of Technology*,[:simple-github: Jingxuan-Yang/<br>YangThesis.HITSZ.Dissertation](https://github.com/Jingxuan-Yang/YangThesis.HITSZ.Dissertation),:unlock:,6,1,:material-update: `2019-10-30`, 
663,**湖南大学**,*Hunan University*,[:simple-github: LASER-Yi/<br>HNU-Thesis-LaTeX-Template](https://github.com/LASER-Yi/HNU-Thesis-LaTeX-Template),:unlock:,6,1,:material-update: `2019-05-22`,:material-license: `GPL-3.0`
664,**（印度）马尼帕尔理工学院**,*Manipal Institute of Technology*,[:simple-github: avnishsachar/<br>manipal_thesis_template](https://github.com/avnishsachar/manipal_thesis_template),:unlock:,6,1,:material-update: `2020-05-05`, 
665,**（英国）赫瑞瓦特大学**,*Heriot-Watt University*<br>(Oilthigh Heriot-Watt),[:simple-github: jackred/<br>Heriot_Watt_Thesis_Template](https://github.com/jackred/Heriot_Watt_Thesis_Template),:unlock:,6,1,:material-update: `2024-03-11`,:material-license: `MIT`
666,**安徽大学**,*Anhui University*,[:simple-github: qxx/<br>AHU_Thesis](https://github.com/qxx/AHU_Thesis),:unlock:,6,1,:material-update: `2014-03-11`,:material-license: `GPL-2.0`
667,**华南理工大学**,*South China University of Technology*,[:simple-github: Droliven/<br>scut-thesis-template](https://github.com/Droliven/scut-thesis-template),:unlock:,6,0,:material-update: `2023-04-07`,:material-license: `GPL-3.0`
668,**上海第二工业大学**,*Shanghai Second University of Technology*,[:simple-github: JouderMin/<br>SSPUThesis](https://github.com/JouderMin/SSPUThesis),:unlock:,6,0,:material-update: `2024-04-17`,:material-license: `MIT`
669,**广西大学**,*Guangxi University*,[:simple-github: KingwithQueen/<br>GXU-Masters-and-PhD-Thesis-Templates](https://github.com/KingwithQueen/GXU-Masters-and-PhD-Thesis-Templates),:unlock:,6,0,:material-update: `2025-03-03`, 
670,**（韩国）国立釜庆大学**,"*Pukyong National University, PKNU*<br>(국립부경대학교)",[:simple-github: Luminebear/<br>PKNU-thesis-template](https://github.com/Luminebear/PKNU-thesis-template),:unlock:,6,0,:material-update: `2024-05-21`, 
671,**北京航空航天大学**,"*Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)*",[:simple-github: aofenghanyue/<br>PhDThesisWordTemplate](https://github.com/aofenghanyue/PhDThesisWordTemplate),:unlock:,6,0,:material-update: `2021-11-27`,:material-license: `MIT`
672,**华东理工大学**,*East China University of Science and Technology*,[:simple-github: blanche07/<br>ecust-master-thesis-latex](https://github.com/blanche07/ecust-master-thesis-latex),:unlock:,6,0,:material-update: `2024-06-04`, 
673,**通用模板**,*Common Templates*,[:simple-github: ccauet/<br>thesis-template](https://github.com/ccauet/thesis-template),:unlock:,6,0,:material-update: `2016-06-07`,:material-license: `MIT`
674,**青海大学**,*Qinghai University*,[:simple-github: coffeelize/<br>QHUthesis](https://github.com/coffeelize/QHUthesis),:unlock:,6,0,:material-update: `2023-05-23`, 
675,**大连理工大学**,*Dalian University of Technology*,[:simple-github: echoorchid/<br>DLUT_XeLaTeX_Template_for_Master](https://github.com/echoorchid/DLUT_XeLaTeX_Template_for_Master),:unlock:,6,0,:material-update: `2017-03-13`, 
676,**西北工业大学**,*Northwestern Polytechnical University*,[:simple-github: jingchangshi/<br>NPU_PhD_Thesis_LaTeXTemplate](https://github.com/jingchangshi/NPU_PhD_Thesis_LaTeXTemplate),:unlock:,6,0,:material-update: `2022-01-07`, 
677,**（德国）德根多夫理工学院**,*Deggendorf Institute of Technology*<br>(Technische Hochschule Deggendorf),[:simple-github: playduck/<br>thd-thesis](https://github.com/playduck/thd-thesis),:unlock:,6,0,:material-update: `2023-02-23`,:material-license: `BSD-3-Clause`
678,**南方科技大学**,*Southern University of Science and Technology*,[:simple-github: syw-robotics/<br>SUSTechThesis2024MEE](https://github.com/syw-robotics/SUSTechThesis2024MEE),:unlock:,6,0,:material-update: `2024-12-09`,:material-license: `LPPL-1.3c`
679,**山东大学**,*Shandong University*,[:simple-github: wangkerui/<br>sduthesis](https://github.com/wangkerui/sduthesis),:unlock:,6,0,:material-update: `2014-05-27`,:material-license: `WTFPL`
680,**浙江大学**,*Zhejiang University*,[:simple-github: jzhugithub/<br>zju_thesis_latex](https://github.com/jzhugithub/zju_thesis_latex),:unlock:,5,7,:material-update: `2018-04-03`, 
681,**通用模板**,*Common Templates*,[:simple-github: Aloft-Lab/<br>CTEX-Templates](https://github.com/Aloft-Lab/CTEX-Templates),:unlock:,5,5,:material-update: `2022-11-04`, 
682,**东南大学**,*Southeast University*,[:simple-github: SouthEastUniversityofChina/<br>seuthesis](https://github.com/SouthEastUniversityofChina/seuthesis),:unlock:,5,5,:material-update: `2014-07-18`, 
683,**同济大学**,*Tongji University*,[:simple-github: CharlieZi/<br>TJU-Post-Graduate-Latex-Template](https://github.com/CharlieZi/TJU-Post-Graduate-Latex-Template),:unlock:,5,4,:material-update: `2015-03-19`, 
684,**西南民族大学**,*Southwest University for Nationalities*,[:simple-github: changkun/<br>SWUNThesis](https://github.com/changkun/SWUNThesis),:unlock:,5,4,:material-update: `2016-05-09`,:material-license: `LGPL-3.0`
